channel_name,subscribers,category,views_counts,video_count,started_year,rank
"
Sonam Prajapati
    ","8,200,000",Entertainment,"3,606,031,875",Entertainment,2014,305
"
Mathrubhumi News
    ","4,120,000",News & Politics,"3,590,272,474",News & Politics,2013,306
"
Crime Tak
    ","8,360,000",News & Politics,"3,589,171,791",News & Politics,2018,307
"
Triggered Insaan
    ","20,700,000",Comedy,"3,583,725,818",Comedy,2014,308
"
shagun style
    ","7,510,000",People & Blogs,"3,580,670,687",People & Blogs,2018,309
"
Muzik247
    ","5,820,000",Music,"3,579,436,638",Music,2014,310
"
90's Gaane
    ","8,010,000",Music,"3,574,346,183",Music,2019,311
"
Payal Panchal
    ","9,790,000",Comedy,"3,574,226,640",Comedy,2019,312
"
Mr Gyani Facts
    ","5,920,000",,"3,572,629,211",,2020,313
"
We r Loser
    ","5,010,000",Comedy,"3,571,876,153",Comedy,2020,314
"
BakLol Video
    ","11,600,000",Entertainment,"3,568,592,160",Entertainment,2016,315
"
Geetha Arts 
    ","6,090,000",Entertainment,"3,561,787,524",Entertainment,2008,316
"
Mridul Madhok
    ","8,400,000",Education,"3,539,829,024",Education,2010,317
"
Nav Haryanvi
    ","9,630,000",Music,"3,525,985,646",Music,2017,318
"
Anaysa
    ","13,500,000",Howto & Style,"3,525,867,138",Howto & Style,2012,319
"
Technical Guruji
    ","23,300,000",Science & Technology,"3,508,044,014",Science & Technology,2015,320
"
CarryMinati
    ","40,600,000",Comedy,"3,485,611,082",Comedy,2014,321
"
The Live Tv
    ","7,220,000",News & Politics,"3,479,051,603",News & Politics,2018,322
"
REHKAN OFFICIAL
    ","6,040,000",People & Blogs,"3,472,924,740",People & Blogs,2018,323
"
Kia India
    ","428,000",,"3,440,232,802",,2017,324
"
Saregama Tamil
    ","6,580,000",Music,"3,399,926,748",Music,2012,325
"
Pen Multiplex
    ","11,800,000",Film & Animation,"3,399,715,942",Film & Animation,2015,326
"
Ambey Bhakti
    ","10,800,000",Music,"3,398,984,378",Music,2013,327
"
foodies aao
    ","4,990,000",People & Blogs,"3,397,058,937",People & Blogs,2020,328
"
Angle Music Official Channel
    ","8,880,000",Entertainment,"3,387,975,977",Entertainment,2014,329
"
Wunderbar Films
    ","5,850,000",Film & Animation,"3,362,271,731",Film & Animation,2014,330
"
Shemaroo TV
    ","7,310,000",People & Blogs,"3,360,200,925",People & Blogs,2020,331
"
Amazon India
    ","1,540,000",Entertainment,"3,359,675,045",Entertainment,2013,332
"
Ur SmartMaker Shorts
    ","7,930,000",People & Blogs,"3,340,736,609",People & Blogs,2018,333
"
Wow Kidz Comedy
    ","9,440,000",Film & Animation,"3,332,268,524",Film & Animation,2017,334
"
MS KOMAL
    ","9,110,000",People & Blogs,"3,324,537,330",People & Blogs,2022,335
"
IR GAMES
    ","7,420,000",Gaming,"3,313,324,481",Gaming,2017,336
"
Ayush Yadav
    ","5,760,000",Entertainment,"3,308,382,165",Entertainment,2014,337
"
tiyaa_ningwal_official
    ","10,300,000",Entertainment,"3,308,358,860",Entertainment,2016,338
"
Awadhesh Premi Official
    ","8,510,000",,"3,307,188,638",,2018,339
"
TIMES NOW Navbharat
    ","7,180,000",News & Politics,"3,305,803,543",News & Politics,2021,340
"
Frostbite Gaming
    ","5,200,000",,"3,296,263,107",,2014,341
"
National Dastak
    ","8,560,000",News & Politics,"3,285,075,479",News & Politics,2015,342
"
rjkarishma
    ","6,070,000",People & Blogs,"3,284,282,799",People & Blogs,2013,343
"
RDC Rajasthani
    ","7,990,000",Music,"3,271,685,100",Music,2013,344
"
Funcho Shorts
    ","5,570,000",People & Blogs,"3,270,170,975",People & Blogs,2021,345
"
Colors Kannada
    ","3,880,000",Entertainment,"3,265,732,474",Entertainment,2010,346
"
Sadiq Ahmed Vines
    ","9,340,000",Entertainment,"3,249,043,125",Entertainment,2022,347
"
Eskay Movies
    ","6,090,000",Film & Animation,"3,245,270,900",Film & Animation,2016,348
"
Round2hell
    ","31,500,000",Comedy,"3,230,903,148",Comedy,2016,349
"
Scary Teacher 3D Gaming
    ","5,490,000",Gaming,"3,220,418,189",Gaming,2018,350
"
RK Rajani Kaushal
    ","3,950,000",Entertainment,"3,209,118,846",Entertainment,2018,351
"
Mythpat
    ","14,100,000",Entertainment,"3,199,067,239",Entertainment,2018,352
"
Sports Tak
    ","6,950,000",Sports,"3,196,500,571",Sports,2017,353
"
NewsFirst Kannada
    ","3,060,000",News & Politics,"3,193,884,309",News & Politics,2018,354
"
Humble Music
    ","8,650,000",Music,"3,190,542,391",Music,2017,355
"
Salonayyy
    ","5,740,000",Comedy,"3,169,611,405",Comedy,2019,356
"
Maneesh Vishnu
    ","4,090,000",People & Blogs,"3,153,923,383",People & Blogs,2020,357
"
King of Cubers
    ","11,800,000",Howto & Style,"3,152,422,262",Howto & Style,2019,358
"
Himesh Reshammiya Melodies
    ","8,340,000",Music,"3,125,591,919",Music,2020,359
"
COMMANDO ACADEMY PHYSICAL
    ","4,530,000",Sports,"3,123,253,252",Sports,2021,360
"
Khesari Music World
    ","8,930,000",Music,"3,112,523,110",Music,2017,361
"
Sonotek Punjabi
    ","8,450,000",People & Blogs,"3,109,241,926",People & Blogs,2017,362
"
10TV News Telugu
    ","3,780,000",News & Politics,"3,108,435,260",News & Politics,2013,363
"
HD Songs Bollywood
    ","9,790,000",Music,"3,099,633,245",Music,2015,364
"
Tech FC Shorts
    ","6,230,000",Science & Technology,"3,097,835,179",Science & Technology,2018,365
"
Gaane Naye Purane
    ","7,870,000",Music,"3,095,511,839",Music,2013,366
"
DEV Ke Facts
    ","15,300,000",,"3,090,443,871",,2012,367
"
Wait For It
    ","5,770,000",Entertainment,"3,090,199,803",Entertainment,2022,368
"
Being Suku
    ","4,730,000",Entertainment,"3,079,599,171",Entertainment,2020,369
"
sonu.indoriii
    ","8,050,000",Comedy,"3,072,990,164",Comedy,2013,370
"
wifistudy by Unacademy
    ","15,900,000",Education,"3,060,791,443",Education,2014,371
"
Aniruddhacharya ji
    ","12,500,000",,"3,060,766,055",,2017,372
"
Zee Music South
    ","5,740,000",Music,"3,053,638,733",Music,2015,373
"
BabyBus - à¤¬à¤à¥à¤à¥à¤ à¤à¥ à¤à¥à¤¤&à¤à¤¾à¤°à¥à¤à¥à¤¨ à¤à¤¨à¥à¤®à¥à¤¶à¤¨
    ","6,900,000",Education,"3,041,310,501",Education,2020,374
"
Eros Now Movies Preview
    ","6,750,000",Entertainment,"3,029,212,396",Entertainment,2012,375
"
NishaMadhulika
    ","13,900,000",Howto & Style,"3,026,550,871",Howto & Style,2009,376
"
Super Se Uper Vlogs
    ","2,510,000",People & Blogs,"3,016,703,700",People & Blogs,2022,377
"
Pramod`s Life
    ","6,650,000",Autos & Vehicles,"3,012,866,298",Autos & Vehicles,2015,378
"
News18 Punjab/Haryana/Himachal
    ","5,370,000",People & Blogs,"3,002,179,702",People & Blogs,2015,379
"
Kabita's Kitchen
    ","13,500,000",Howto & Style,"2,992,430,397",Howto & Style,2014,380
"
Kuldeep Singhania Shorts
    ","7,360,000",People & Blogs,"2,966,806,522",People & Blogs,2021,381
"
Kiran Family Official
    ","3,180,000",Entertainment,"2,963,689,192",Entertainment,2022,382
"
Sanjivani Music
    ","6,720,000",Music,"2,962,503,456",Music,2011,383
"
Green Gold Kids
    ","7,170,000",Film & Animation,"2,960,504,831",Film & Animation,2015,384
"
Lakhneet Vlogs
    ","5,830,000",People & Blogs,"2,955,542,986",People & Blogs,2020,385
"
Sanjot Nagi
    ","6,480,000",People & Blogs,"2,949,067,402",People & Blogs,2013,386
"
ZHC
    ","26,000,000",Film & Animation,"2,944,043,597",Film & Animation,2013,387
"
Ankush Raja Official
    ","7,620,000",Music,"2,943,880,959",Music,2018,388
"
Disney India
    ","5,630,000",Shows,"2,941,607,369",Shows,2010,389
"
Shemaroo Bhakti
    ","11,500,000",Entertainment,"2,928,596,032",Entertainment,2009,390
"
AS Gaming
    ","20,000,000",Gaming,"2,926,973,974",Gaming,2016,391
"
India Today
    ","7,960,000",News & Politics,"2,915,591,206",News & Politics,2015,392
"
Filmy Duniya
    ","10,300,000",Entertainment,"2,909,209,711",Entertainment,2019,393
"
Live Hindustan
    ","6,680,000",News & Politics,"2,898,928,206",News & Politics,2015,394
"
Colors
    ","3,660,000",Entertainment,"2,894,876,830",Entertainment,2015,395
"
Mohak Meet
    ","7,750,000",Comedy,"2,887,233,367",Comedy,2012,396
"
Chattambees
    ","3,830,000",Comedy,"2,883,891,860",Comedy,2020,397
"
WooHoo India
    ","5,800,000",,"2,881,563,612",,2019,398
"
Neha Sahani
    ","10,700,000",Entertainment,"2,878,873,861",Entertainment,2018,399
"
With Love Nagaraj Sangeetha
    ","4,740,000",People & Blogs,"2,871,649,052",People & Blogs,2013,400
"
Kunal monu
    ","7,510,000",Entertainment,"2,868,724,017",Entertainment,2018,401
"
Kaumudy
    ","4,890,000",Entertainment,"2,861,827,592",Entertainment,2011,402
"
Raghav Digital
    ","7,130,000",Music,"2,860,795,934",Music,2017,403
"
Al Jasar Siddiqui
    ","7,430,000",Entertainment,"2,858,077,793",Entertainment,2017,404
"
realme India
    ","3,720,000",Science & Technology,"2,848,492,685",Science & Technology,2018,405
"
Dil Raju
    ","5,020,000",Film & Animation,"2,846,890,375",Film & Animation,2007,406
"
Anil Kumar Masani
    ","4,470,000",People & Blogs,"2,833,366,044",People & Blogs,2013,407
"
Megha Chaube Shorts
    ","5,330,000",People & Blogs,"2,831,388,912",People & Blogs,2020,408
"
ABP Ganga
    ","4,890,000",News & Politics,"2,828,054,050",News & Politics,2019,409
"
Switch
    ","7,690,000",News & Politics,"2,822,107,377",News & Politics,2015,410
"
Surinder  Films
    ","5,140,000",Music,"2,821,953,875",Music,2014,411
"
Voice of Heart Music
    ","6,990,000",Music,"2,821,727,079",Music,2015,412
"
Earth fact in à¤¹à¤¿à¤¨à¥à¤¦à¥
    ","3,900,000",Education,"2,817,321,830",Education,2021,413
"
Little Talks
    ","3,270,000",Entertainment,"2,814,805,143",Entertainment,2018,414
"
RSMSA
    ","4,050,000",Education,"2,775,078,960",Education,2019,415
"
Sp Aditya
    ","9,350,000",,"2,768,587,308",,2022,416
"
Bob The Train - Nursery Rhymes & Cartoons for Kids
    ","5,720,000",People & Blogs,"2,758,690,607",People & Blogs,2015,417
"
Bollywood Chronicle
    ","3,150,000",Entertainment,"2,757,800,502",Entertainment,2017,418
"
Aamchi Mumbai
    ","4,040,000",People & Blogs,"2,747,907,730",People & Blogs,2015,419
"
Utkarsh Classes
    ","12,200,000",Education,"2,740,462,432",Education,2012,420
"
Oye Indori - Ab Hasega India
    ","7,790,000",Entertainment,"2,736,849,717",Entertainment,2017,421
"
bhura_turkish_755
    ","5,810,000",Music,"2,731,740,721",Music,2019,422
"
Bollywood Spy
    ","6,020,000",Entertainment,"2,725,271,325",Entertainment,2016,423
"
Goldmines Cineplex
    ","23,400,000",Film & Animation,"2,720,407,426",Film & Animation,2015,424
"
Canal IN
    ","16,100,000",People & Blogs,"2,718,555,462",People & Blogs,2017,425
"
Oru Al Mallu Family
    ","2,930,000",People & Blogs,"2,717,540,800",People & Blogs,2021,426
"
Bharat Tak
    ","6,310,000",People & Blogs,"2,716,112,608",People & Blogs,2017,427
"
Zoya Sheikh
    ","9,520,000",People & Blogs,"2,714,324,643",People & Blogs,2018,428
"
Hindi stories
    ","8,880,000",Education,"2,711,017,118",Education,2011,429
"
Telly Reporter
    ","4,400,000",Entertainment,"2,698,399,132",Entertainment,2016,430
"
Supertone Digital
    ","9,870,000",Music,"2,693,985,781",Music,2013,431
"
Mukul Sona MS
    ","4,780,000",Entertainment,"2,683,518,000",Entertainment,2017,432
"
White Hill Dhaakad
    ","6,040,000",Music,"2,682,987,917",Music,2019,433
"
Anand Mandal Shorts
    ","6,810,000",,"2,680,810,484",,2021,434
"
Jahaann
    ","4,480,000",Entertainment,"2,677,534,541",Entertainment,2017,435
"
Professor Of How
    ","9,670,000",Film & Animation,"2,669,155,428",Film & Animation,2017,436
"
Murliwale Hausla
    ","8,790,000",,"2,661,513,201",,2019,437
"
Home Bollywud
    ","6,160,000",Entertainment,"2,654,274,854",Entertainment,2018,438
"
Tonde Gamer
    ","11,200,000",Gaming,"2,653,099,872",Gaming,2019,439
"
SHAIKH KHUSHI
    ","4,450,000",,"2,648,762,304",,2016,440
"
Wamindia Movies
    ","11,500,000",Film & Animation,"2,647,746,900",Film & Animation,2012,441
"
Saregama Bengali
    ","6,530,000",Music,"2,646,048,610",Music,2011,442
"
Shahid paneer
    ","6,390,000",Comedy,"2,644,410,549",Comedy,2022,443
"
Kids Planet
    ","4,620,000",Education,"2,643,250,259",Education,2014,444
"
The Formal Edit
    ","5,290,000",Howto & Style,"2,638,797,832",Howto & Style,2017,445
"
Pavan Ramyaâ¤ï¸
    ","3,000,000",People & Blogs,"2,636,376,068",People & Blogs,2020,446
"
Jagriti Pahwa
    ","4,540,000",Comedy,"2,636,090,364",Comedy,2012,447
"
Vivekanand Tiwari The Traffic cop
    ","5,950,000",Education,"2,622,035,472",Education,2021,448
"
Headlines India
    ","8,090,000",News & Politics,"2,618,988,557",News & Politics,2016,449
"
Miss Matured
    ","3,240,000",,"2,608,679,623",,2021,450
"
Rimorav Vlogs
    ","6,740,000",Entertainment,"2,607,524,999",Entertainment,2017,451
"
Golden unique boy
    ","7,230,000",Entertainment,"2,602,036,691",Entertainment,2016,452
"
Sakshi TV
    ","3,310,000",News & Politics,"2,591,985,846",News & Politics,2014,453
"
Viralbollywood
    ","5,650,000",Entertainment,"2,591,490,626",Entertainment,2014,454
"
Aaj Tak HD
    ","6,580,000",News & Politics,"2,589,759,147",News & Politics,2018,455
"
Aditya Music Telugu
    ","5,480,000",Music,"2,588,228,754",Music,2014,456
"
RCM Bhojpuri Hit
    ","9,190,000",Film & Animation,"2,567,969,856",Film & Animation,2016,457
"
Bhakti Dhara
    ","10,000,000",Music,"2,565,442,585",Music,2011,458
"
Sanam
    ","11,000,000",Music,"2,549,036,492",Music,2012,459
"
Star Studios
    ","6,110,000",Entertainment,"2,544,028,166",Entertainment,2014,460
"
FirstCry TV
    ","108,000",,"2,543,789,818",,2019,461
"
Studio Saraswati Official
    ","7,440,000",Music,"2,538,742,055",Music,2014,462
"
Shruti Arjun Anand
    ","10,200,000",Howto & Style,"2,534,379,059",Howto & Style,2010,463
"
Anandi Official
    ","1,870,000",Entertainment,"2,525,040,409",Entertainment,2022,464
"
ABC - All Babies Channel
    ","5,850,000",Education,"2,524,900,631",Education,2014,465
"
TeAm STARS
    ","5,400,000",Entertainment,"2,518,344,416",Entertainment,2020,466
"
Pulkit shukla TD
    ","7,590,000",People & Blogs,"2,507,330,913",People & Blogs,2015,467
"
MrMiko 2.0
    ","6,420,000",People & Blogs,"2,506,637,859",People & Blogs,2022,468
"
Star Sports
    ","6,540,000",Sports,"2,488,109,530",Sports,2006,469
"
 Star Suvarna
    ","2,250,000",Entertainment,"2,488,080,966",Entertainment,2006,470
"
Meeth _Miri
    ","3,020,000",Comedy,"2,487,491,316",Comedy,2009,471
"
Rajshri Marathi
    ","4,630,000",Music,"2,483,072,037",Music,2009,472
"
Shemaroo Gujarati
    ","5,120,000",Entertainment,"2,481,953,946",Entertainment,2009,473
"
Cadbury 5 Star India
    ","408,000",Entertainment,"2,474,977,834",Entertainment,2011,474
"
Mango Music
    ","7,420,000",Music,"2,470,892,835",Music,2006,475
"
iDream Media
    ","4,870,000",Entertainment,"2,470,808,346",Entertainment,2013,476
"
RKworld
    ","3,820,000",Comedy,"2,470,591,604",Comedy,2020,477
"
Bollywood Premium
    ","9,020,000",Entertainment,"2,469,713,155",Entertainment,2020,478
"
Rojukoka Kadha
    ","3,930,000",,"2,468,574,388",,2014,479
"
Toy Stars
    ","6,950,000",People & Blogs,"2,466,744,873",People & Blogs,2017,480
"
Magnet Brains
    ","10,600,000",,"2,459,313,834",,2016,481
"
JioCinema
    ","4,850,000",Sports,"2,449,873,877",Sports,2016,482
"
VK News
    ","5,890,000",News & Politics,"2,447,592,279",News & Politics,2016,483
"
Animal Aid Unlimited, India
    ","7,430,000",,"2,444,795,557",,2008,484
"
Cartoon Network India
    ","3,550,000",Film & Animation,"2,442,362,183",Film & Animation,2009,485
"
Sid Akki
    ","3,630,000",Entertainment,"2,434,112,239",Entertainment,2016,486
"
Trakin Tech
    ","13,800,000",Science & Technology,"2,433,613,913",Science & Technology,2011,487
"
bharatzkitchen HINDI
    ","12,700,000",Howto & Style,"2,431,824,939",Howto & Style,2016,488
"
Ankit Porwal
    ","3,170,000",Education,"2,430,578,112",Education,2011,489
"
Sony YAY!
    ","5,190,000",Entertainment,"2,423,735,672",Entertainment,2016,490
"
NDJ MUSIC
    ","6,660,000",Entertainment,"2,422,095,922",Entertainment,2014,491
"
Dainik Jagran - à¤¦à¥à¤¨à¤¿à¤ à¤à¤¾à¤à¤°à¤£
    ","6,180,000",News & Politics,"2,420,273,608",News & Politics,2014,492
"
Angel Bengali Songs
    ","3,840,000",Music,"2,411,836,289",Music,2006,493
"
Struggle Jeet
    ","1,980,000",Sports,"2,408,227,212",Sports,2020,494
"
Wanderers Hub
    ","8,020,000",People & Blogs,"2,405,928,186",People & Blogs,2016,495
"
Mirza fact
    ","8,420,000",,"2,405,599,475",,2021,496
"
API Malayalam Movies
    ","4,040,000",People & Blogs,"2,404,002,372",People & Blogs,2011,497
"
Yashi Films
    ","7,160,000",Music,"2,395,583,966",Music,2018,498
"
Rajat shorts !!
    ","6,910,000",Entertainment,"2,394,696,390",Entertainment,2017,499
"
DLS News
    ","19,700,000",News & Politics,"2,392,377,050",News & Politics,2017,500
"
Sandeep Maheshwari
    ","28,100,000",People & Blogs,"2,389,423,263",People & Blogs,2012,501
"
Ashish Bisht
    ","3,200,000",Entertainment,"2,380,294,975",Entertainment,2009,502
"
Gadgets Cool Home
    ","5,220,000",,"2,378,292,703",,2021,503
"
Cook With Parul
    ","8,620,000",Howto & Style,"2,375,324,383",Howto & Style,2017,504
"
Multi DO Hindi
    ","5,480,000",,"2,371,641,090",,2020,505
"
TOY FACTORY
    ","5,720,000",Education,"2,359,384,341",Education,2014,506
"
Filipino Fairy Tales
    ","5,180,000",Film & Animation,"2,351,004,793",Film & Animation,2016,507
"
Gyan Gamingã¤
    ","14,800,000",Gaming,"2,343,519,032",Gaming,2017,508
"
Desi Records
    ","6,520,000",Music,"2,338,748,089",Music,2016,509
"
Tiya & Advik Chathamkulam NimishaRajeesh Vlogs
    ","2,860,000",People & Blogs,"2,338,409,943",People & Blogs,2018,510
"
vivek_veena
    ","2,380,000",Entertainment,"2,338,270,105",Entertainment,2017,511
"
Live Insaan
    ","11,000,000",Gaming,"2,335,413,308",Gaming,2017,512
"
Pramod Premi Entertainment
    ","5,200,000",,"2,331,565,260",,2018,513
"
Loku
    ","2,770,000",Music,"2,305,740,614",Music,2016,514
"
FactTechz
    ","17,600,000",Entertainment,"2,304,643,469",Entertainment,2016,515
"
Studio Sangeeta
    ","6,200,000",Comedy,"2,304,038,917",Comedy,2013,516
"
Khandesh Fun
    ","7,580,000",Comedy,"2,296,255,669",Comedy,2016,517
"
Harika Panda
    ","1,650,000",Entertainment,"2,293,431,212",Entertainment,2016,518
"
Viral Bhayani
    ","5,650,000",Entertainment,"2,292,443,583",Entertainment,2007,519
"
Shani Vishwakarma
    ","5,880,000",People & Blogs,"2,289,425,213",People & Blogs,2022,520
"
Instant Bollywood
    ","2,840,000",Entertainment,"2,288,677,675",Entertainment,2020,521
"
Roshanjamhir5star
    ","5,180,000",Entertainment,"2,282,467,308",Entertainment,2021,522
"
JK YADAV FILMS ð· MAITHILI
    ","3,830,000",,"2,281,116,585",,2017,523
"
Ark
    ","6,230,000",,"2,279,490,407",,2022,524
"
Samar Singh Official
    ","5,780,000",,"2,268,574,825",,2018,525
"
Agnit Shorts
    ","4,430,000",Entertainment,"2,268,498,310",Entertainment,2022,526
"
Big Animation
    ","5,350,000",Film & Animation,"2,266,737,349",Film & Animation,2009,527
"
Behindwoods Air 
    ","5,170,000",News & Politics,"2,266,257,277",News & Politics,2018,528
"
Allari Aarathi
    ","3,840,000",Entertainment,"2,261,905,196",Entertainment,2020,529
"
World Affairs by Unacademy
    ","3,610,000",,"2,251,664,365",,2020,530
"
TWO SIDE GAMERS
    ","12,300,000",Music,"2,250,220,067",Music,2018,531
"
BIG Magic
    ","4,290,000",Entertainment,"2,245,024,270",Entertainment,2013,532
"
English Connection
    ","13,000,000",Education,"2,244,464,918",Education,2015,533
"
Amazing Facts
    ","2,550,000",,"2,242,814,909",,2021,534
"
Desi Gamers
    ","14,100,000",Gaming,"2,234,381,736",Gaming,2015,535
"
Republic World
    ","5,820,000",People & Blogs,"2,231,603,216",People & Blogs,2017,536
"
Physics Wallah - Alakh Pandey
    ","11,300,000",Education,"2,231,417,738",Education,2014,537
"
DBeatsMusicWorld
    ","3,950,000",Entertainment,"2,231,183,267",Entertainment,2013,538
"
Neha Kakkar
    ","14,300,000",Music,"2,229,838,693",Music,2012,539
"
NITIN FREE FIRE
    ","13,000,000",Gaming,"2,226,794,126",Gaming,2019,540
"
SPEED RECORDS BHOJPURI
    ","6,390,000",Music,"2,223,392,195",Music,2018,541
"
Lidiya Francis
    ","2,830,000",People & Blogs,"2,218,147,893",People & Blogs,2020,542
"
Aryan Black
    ","6,400,000",People & Blogs,"2,216,561,373",People & Blogs,2022,543
"
Raksha ki Rasoi
    ","7,830,000",People & Blogs,"2,213,555,367",People & Blogs,2018,544
"
Badshah
    ","7,230,000",Music,"2,208,835,022",Music,2014,545
"
Make Joke Of
    ","12,400,000",Comedy,"2,208,497,093",Comedy,2017,546
"
Jhankar Music
    ","4,510,000",Entertainment,"2,204,749,398",Entertainment,2010,547
"
Cinekorn Movies
    ","8,520,000",Film & Animation,"2,204,439,280",Film & Animation,2011,548
"
Live Cities Media Private Limited
    ","5,580,000",News & Politics,"2,203,216,481",News & Politics,2016,549
"
Aam Aadmi Party
    ","5,000,000",News & Politics,"2,195,461,408",News & Politics,2011,550
"
Fully Faltoo
    ","3,650,000",Entertainment,"2,194,126,208",Entertainment,2007,551
"
RKR vines
    ","8,640,000",Entertainment,"2,190,699,140",Entertainment,2017,552
"
Harsha Sai - For You Hindi
    ","12,100,000",Entertainment,"2,189,538,200",Entertainment,2021,553
"
Sambhavna Seth Entertainment
    ","3,540,000",Entertainment,"2,181,995,452",Entertainment,2014,554
"
Khan GS Research Centre
    ","21,900,000",Education,"2,178,848,968",Education,2019,555
"
Dream Stories TV
    ","6,920,000",Film & Animation,"2,173,717,825",Film & Animation,2017,556
"
Akhil Nrd
    ","3,240,000",People & Blogs,"2,160,520,875",People & Blogs,2015,557
"
Ultra Cinema
    ","7,200,000",Entertainment,"2,158,096,787",Entertainment,2013,558
"
Farmees PortuguÃªs - canÃ§Ã£o infantil e animaÃ§Ã£o
    ","5,800,000",People & Blogs,"2,155,409,079",People & Blogs,2016,559
"
Saawariya
    ","5,010,000",Music,"2,155,327,858",Music,2014,560
"
Achyutha saddikuti
    ","3,060,000",People & Blogs,"2,154,955,475",People & Blogs,2022,561
"
Hansraj Raghuwanshi
    ","11,300,000",Music,"2,151,909,171",Music,2016,562
"
Vishwamitra Kingrani
    ","8,370,000",Entertainment,"2,151,769,552",Entertainment,2020,563
"
NewsGlitz Tamil
    ","4,780,000",News & Politics,"2,150,272,061",News & Politics,2014,564
"
The World Adventures à¤¹à¤¿à¤¨à¥à¤¦à¥
    ","13,300,000",People & Blogs,"2,143,339,319",People & Blogs,2016,565
"
Hindi Countdown
    ","10,200,000",Education,"2,142,571,887",Education,2016,566
"
DB Live
    ","4,140,000",News & Politics,"2,141,223,968",News & Politics,2016,567
"
Cinema Vikatan
    ","4,320,000",Entertainment,"2,138,596,158",Entertainment,2010,568
"
FOODY VISHAL
    ","3,400,000",People & Blogs,"2,131,115,011",People & Blogs,2016,569
"
Goldmines Premiere
    ","14,100,000",Entertainment,"2,127,216,044",Entertainment,2013,570
"
Sagar's Kitchen
    ","7,210,000",Howto & Style,"2,126,299,498",Howto & Style,2021,571
"
Amar Ujala
    ","5,730,000",News & Politics,"2,122,487,814",News & Politics,2011,572
"
Movies Insight Hindi
    ","5,520,000",Entertainment,"2,120,459,487",Entertainment,2020,573
"
RDC Rajasthani HD
    ","5,650,000",Music,"2,111,734,422",Music,2014,574
"
Mythri Movie Makers
    ","4,180,000",Entertainment,"2,109,605,341",Entertainment,2015,575
"
Sun NXT
    ","4,630,000",Entertainment,"2,106,791,742",Entertainment,2017,576
"
Natkhat TV Hindi Tales & Rhymes
    ","5,570,000",Film & Animation,"2,092,345,056",Film & Animation,2016,577
"
Mintuaa
    ","2,190,000",,"2,092,314,512",,2014,578
"
Shemaroo Bhakti Darshan
    ","5,310,000",Entertainment,"2,085,003,933",Entertainment,2011,579
"
Rang TV
    ","2,130,000",Entertainment,"2,084,455,064",Entertainment,2016,580
"
Kalinga TV
    ","3,020,000",News & Politics,"2,081,993,081",News & Politics,2015,581
"
Slayy Point
    ","8,150,000",Entertainment,"2,080,627,934",Entertainment,2016,582
"
OnePlus India
    ","4,620,000",Science & Technology,"2,078,517,644",Science & Technology,2016,583
"
Saam TV News
    ","3,300,000",News & Politics,"2,076,982,346",News & Politics,2009,584
"
Filmistaan
    ","7,900,000",Film & Animation,"2,075,680,980",Film & Animation,2016,585
"
Mohak Narang
    ","4,540,000",Education,"2,069,142,375",Education,2016,586
"
News18 UP Uttarakhand
    ","5,480,000",News & Politics,"2,066,289,570",News & Politics,2010,587
"
Vision Time Tamil
    ","3,200,000",Shows,"2,058,492,553",Shows,2013,588
"
SoSorry
    ","5,260,000",Comedy,"2,055,139,762",Comedy,2013,589
"
Wake'N'Bite
    ","4,440,000",,"2,054,996,185",,2017,590
"
Mana Stars
    ","2,660,000",Entertainment,"2,053,847,235",Entertainment,2018,591
"
Behindwoods O2
    ","2,780,000",Film & Animation,"2,052,371,814",Film & Animation,2021,592
"
Micky Makeover
    ","2,930,000",Comedy,"2,049,987,227",Comedy,2016,593
"
 Knowledge Tv à¤¹à¤¿à¤¨à¥à¤¦à¥
    ","13,300,000",People & Blogs,"2,049,431,544",People & Blogs,2014,594
"
L I S A creation
    ","4,110,000",,"2,042,578,163",,2019,595
"
Dhruv Rathee
    ","13,600,000",Entertainment,"2,040,222,454",Entertainment,2013,596
"
TechBurner Shorts
    ","5,300,000",Science & Technology,"2,035,987,504",Science & Technology,2021,597
"
mr_shadab _72
    ","4,280,000",Education,"2,034,413,326",Education,2019,598
"
B4U Bhojpuri
    ","4,800,000",Film & Animation,"2,029,820,495",Film & Animation,2017,599
"
Harshit Dongre
    ","7,990,000",Gaming,"2,024,480,783",Gaming,2018,600
"
Colgate India
    ","1,180,000",People & Blogs,"2,020,508,395",People & Blogs,2012,601
"
TARANG MUSIC
    ","5,390,000",Music,"2,017,770,315",Music,2012,602
"
Behindwoods Max
    ","1,560,000",Film & Animation,"2,017,017,869",Film & Animation,2019,603
"
BeastBoyShub
    ","6,120,000",Gaming,"2,008,620,629",Gaming,2015,604
"
Prashant Sharma Entertainment
    ","9,790,000",People & Blogs,"2,005,122,970",People & Blogs,2016,605
